	Portugues	Українська	日本語	简体中文	UI language name
40	Voce quer comprar este carro?	Ви хочете купити цю машину?	この車を買いますか？		UI
41	Voce nao tem dinheiro suficiente.	У вас бракує грошей.	お金が足りません。		UI
42	Tem certeza que voce quer vender sua casa por	Ви впевнені, що хочете продати свій дім?	本当に次の金額で家を売っていいですか？		UI
43	Voce quer comprar este imovel?	Ви хочете купити це?	これを買いますか？		UI
44	Sem carro	Немає автомобіля	車なし		UI
45	Carro classe leve usado	Б/в легкого класу	中古軽自動車		UI
46	Carro classe leve	Легкий клас	軽自動車		UI
47	Carro compacto usado	Б/в компакт	中古コンパクトカー		UI
48	Carro compacto	Компакт	コンパクトカー		UI
49	Carro de classe media	Середній клас	大型車		UI
50	Carro de classe alta	Бізнес-клас	エグゼクティブカー		UI
51	Carro de Luxo	Представницький клас	高級車		UI
52	Sem casa	Нема будинку	住宅なし		UI
53	Studio flat 1R - pequeno studio flat no apartamento	Квартира-студія 1R - маленька квартира-студія в апартаментах	ワンルーム1R - 小さなワンルームマンション		UI
54	Studio flat 1K - pequeno studio flat com cozinha no apartamento	Квартира-студія 1K - маленька квартира-студія з кухнею в апартаментах	ワンルーム1K - キッチン付きの小さなワンルームマンション		UI
55	Studio flat 1D - pequeno studio flat com cozinha separada no apartamento	Квартира-студія 1D - невелика квартира-студія з окремою кухнею в апартаментах.	ワンルーム1D - 独立したキッチンの付いた小さなワンルームマンション		UI
56	Apartamento 1DK - flat com uma cozinha larga no apartamento	Квартира 1Dk - квартира з великою кухнею в апартаментах	マンション1DK - ダイニングキッチン付き		UI
57	Apartamento 1LDK - flat com 1 quarto, sala de estar e todas as comodidades no apartamento	Квартира 1LDK - квартира з кімнатою, вітальнею і усіма зручностями в апартаментах	マンション1LDK - 居室1、 リビング、ダイニングキッチン付き		UI
58	Apartamento 2LDK - flat com 2 quartos, sala de estar e todas as comodidades no apartamento	Квартира 2LDK  - квартира з двома кімнатами, вітальнею і усіма зручностями в апартаментах	マンション2LDK - 居室2、 リビング、ダイニングキッチン付き		UI
59	Apartamento 3LDK - flat com 3 quartos, sala de estar e todas as comodidades no apartamento	Квартира 3LDK - квартира з трьома кімнатами, вітальнею і усіма зручностями в апартаментах	マンション3LDK - 居室3、リビング、ダイニングキッチン付き		UI
60	Casa 3LDK - casa separada com 3 quartos, sala de estar e todas as comodidades	Будинок 3LDK - приватний будинок з трьома кімнатами, вітальнею і усіма зручностями	戸建3LDK - 居室3、 リビング、ダイニングキッチン付き		UI
61	Casa 4LDK - casa separada de 2 andares com quatro quartos, sala de estar e todas as comodidades	Двоповерховий будинок 4ldk - двоповерховий приватний будинок з чотирма кімнатами, вітальнею і усіма зручностями	戸建4LDK - 居室4、 リビング、ダイニングキッチン付きの2階建て		UI
62	Mansao 5LDK - uma grande mansao no pais	Особняк 5ldk - великий маєток за містом	豪邸5LDK - 田舎の大きな邸宅		UI
63	Parabens, sua saude esta em boa forma!	Поздоровляю, ви здорові!	ご安心ください。健康状態は良好です！		Doctor message
64	Falido	Банкрот	破産		UI
65	O banco leiloou o seu carro <car_name>, entao voce recebeu {prpr}.	Банк виставив вашу машину <car_name> на аукціон, завдяки чому ви отримали {prpr}.	銀行があなたの車<car_name>を競売にかけたので、 あなたは{prpr}を受け取りました。		UI
66	O banco leiloou a sua moradia <name_house>, entao voce recebeu {prpr}.	Банк виставив ваш будинок <name_house> на аукціон, завдяки чому ви отримали {prpr}.	銀行があなたの家<name_house>を競売にかけたので、 あなたは{prpr}を受け取りました。		UI
67	Voce teve que vender todas as suas açoes da empresa <pepe2> por {iz} para pagar a divida.	Ви були вимушені продати усі свої акції компанії <pepe2> за {iz} щоб розплатитися з боргами.	借金返済のために<pepe2>社の全株式を{iz}で売却せざるを得ませんでした。		UI
68	Voce nao podera pagar suas dividas. O jogo acabou.	Ви не зможете розплатитися з боргами. Гра закінчена.	借金の返済ができません。ゲームオーバーです。		UI
69	Voce esta livre para ir. Bem vindo de volta a liberdade!	Ви вільні. З поверненням на волю!	あなたは自由の身です。 また自由になれて良かったですね。		UI
70	Voce passou a noite fora. Voce tem pneumonia bilateral. Va para o hospital agora!	Ви ночували на вулиці і отримали двостороннє запалення легенів. Негайно до лікарні!	外で一晩過ごしたら、 両側性の肺炎にかかってしまいました。すぐに病院に行ってください！		Doctor message
71	Amigo	Друг	友人		UI
72	Oi, obrigado por me emprestar dinheiro! Vou te pagar de volta tudo e ate <momomo>% mais!	Привіт, спасибі за те, що позичив гроші! Повертаю тобі все і навіть на <momomo>% більше!	お金を貸してくれてありがとう！全額返して、その上<momomo>%分も払うよ！		Friend message
73	O telefone esta tocando, voce quer atender?	Лунає дзвінок, чи хочете ви узяти трубку?	電話が鳴っていますが、出ますか？		UI
74	Yakuza	Якудза	ヤクザ		UI
75	Voce nao pode simplesmente sair do negocio. Infelizmente, nao exigimos mais seus serviços. Adeus.	Не можна просто так вийти з бізнесу. На жаль, ми більше не потребуємо ваших послуг. Прощавайте.	勝手に商売から抜けてもらっては困りますな。残念だが、もうあんたのサービスは必要ないよ。失礼。		Yakuza mesage
76	Noticias	Новини	ニュース		UI
77	Famoso empresario <global.myname> foi encontrado morto em sua casa. Acredita-se que ele esteve envolvido e financiado pelo trafico de drogas.	Відомий бізнесмен <global.myname> був знайдений убитим у себе удома. Вважається, що він був пов'язаний з наркобізнесом і поплатився за це.	有名実業家の<global.myname>氏が自宅で死亡しているのが発見されました。麻薬ビジネスに関わり、高い代償を払わされたものとみられています。		News
78	Eu nao vou esconder, eu vim para mata-lo. Mas estou de bom humor, por isso estou lhe dando a oportunidade de comprar uma vida pacifica.#O preço - {global.vykup}.#Voce aceita?	Не приховуватиму, я прийшов убити тебе. Але у мене гарний настрій, тому я даю тобі можливість купити собі мирне життя.# Я оцінив її у {global.vykup}.#Згода?	隠すつもりはない。あんたを殺しに来た。だが、今日は機嫌がいいから、あんたに平穏な暮らしを買うチャンスをやろう。値段は{global.vykup}だ。払うか？		Yakuza mesage
79	Tribunal	Суд	裁判所		UI
80	Hoje houve um julgamento do seu caso. Voce foi considerado inocente. E como vitima de circunstancias, voce so tera que pagar uma pequena multa - {shtraff}.	Сьогодні відбувся суд у вашій справі. Вас визнали безневинною жертвою обставин, тому лише зобов'язують виплатити невеликий штраф - {shtraff}.	今日は裁判がありました。 あなたは無罪となりました。境遇の犠牲者として、 わずかな罰金を支払うだけで済みます - {shtraff}。		UI in-game message
81	Hoje houve um julgamento do seu caso. Voce foi considerado culpado e sentenciado a pagar uma multa - {shtraff}.	Сьогодні відбувся суд у вашій справі. Вас визнали винними і засудили до виплати штрафу - {shtraff}.	今日は裁判がありました。 あなたは有罪判決を受け、 罰金の支払いを言い渡されました - {shtraff}。		UI in-game message
82	Hoje houve um julgamento do seu caso. Voce foi considerado completamente culpado, entao todo o seu dinheiro sera confiscado e começara a cumprir sua sentença dentro de dois anos.	Сьогодні відбувся суд у вашій справі. Вас визнали повністю винними, тому усі ваші гроші вилучаються, а ви вирушаєте відбувати ув'язнення на два роки.	今日は裁判がありました。 あなたは完全に有罪となり、 所持金はすべて没収され、 2年間服役することになります。		UI in-game message
83	Feliz Ano Novo!	З Новим Роком!	明けましておめでとうございます。		UI
84	Feliz Natal!	З Різдвом!	メリークリスマス！		UI
85	A misteriosa empresa <compppp> sofre pesadas perdas. O que acontecera em seguida ?	Загадкова компанія <compppp> має великі збитки. Що ж коїться?	謎の会社、<compp>社は大きな赤字を出しています。 この先どうなるのでしょう？		News
86	A misteriosa empresa <compppp> declarou falencia. Estendemos nossas condolencias a todos os acionistas.	Загадкова компанія <compppp> визнана банкротом. Співчуваємо усім акціонерам.	謎の会社、<compppp>社が破産宣告を受けました。株主の皆様にお見舞い申し上げます。		News
87	Escandalo	Скандал	スキャンダル		UI
88	Estranhos rumores na empresa <scandal> levaram a uma mudança brusca no preço das açoes.	Дивні чутки в компанії <scandal> привели до різкої зміни курсу акцій.	会社の<scandal>に関する奇妙な噂が流れ、 株価が急変しました。		News
89	Relatorio mensal	Звіт за місяць	月次報告		UI
90	Impostos pagos:	Податки сплачені:	納税額：		UI
91	Dividas pagas:	Борг сплачений:	債務返済額：		UI
92	Viva!	Ура!	やった！		UI
93	Total:	"Всього: "	合計：		UI
94	Relatorio de Dividendos	Звіт про дивіденди	配当金報告		UI
95	Voce tem um serio problema de saude! Nos te colocaremos em um hospital ate voce estar totalmente recuperado.	У вас серйозні проблеми із здоров'ям! Ми поміщаємо вас в стаціонар до повного одужання.	あなたは深刻な健康問題を抱えています！完治するまで入院してもらいます。		Doctor message
96	Voce esta sob muito estresse e pressao ultimamente. Se voce continuar a viver sob estresse, isso inevitavelmente te levara a problemas de saude.	Останнім часом ви надто багато перенапружуєтеся і нервуєте. Якщо ви і далі продовжите жити в стресі це неминуче приведе до проблем із здоров'ям.	最近ストレスとプレッシャーが多すぎます。このままストレスを抱えた生活を続ければ、健康を害するのは必至です。		Doctor message
97	Nos percebemos transaçoes suspeitas em sua conta. Apos a revisao, a origem ilegal dos fundos recebidos foi confirmada.##Penalidade -	Ми помітили підозрілі транзакції на вашому рахунку. Після перевірки підтвердилося нелегальне джерело отриманих коштів.##Штраф -	あなたの口座で不審な取引を確認しました。調査の結果、不正な資金の流入が確認されました。		In-game message
98	O governo decidiu alterar a taxa de imposto de renda. Agora e igual a <nalogtext>%.	Уряд вирішив змінити ставку податку на доходи. Тепер вона складає <nalogtext>%.	政府は所得税の税率変更を決定しました。所得税は<nalogtext>%になりました。		News
99	Voce sera multado por estacionar no local errado - {shtraf}.	Штраф за стоянку в недозволеному місці - {shtraf}.	駐車違反で罰金が科されます - {shtraf}。		In-game message
100	Mas noticias	Погані новини	残念なお知らせ		UI
101	Sua carteira foi roubada. E uma coisa boa que nao havia muito dinheiro - {shtraf}.	У вас вкрали гаманець. На щастя, там було не так вже багато - {shtraf}.	財布が盗まれました。財布の中に大金が入っていなくて幸いでした - {shtraf}。		In-game message
102	Chamada telefonica	Телефонний дзвінок	電話		UI
103	Nos oferecemos a voce a venda de nossas açoes a um preço com desconto. Queremos faze-lo sem barulho, para nao causar medos em parte dos investidores.#Nos oferecemos a voce <colich> açoes por {cena2} (preço na bolsa de valores: {cena1}).#Voce esta pronto para vir e assinar todos os papeis necessarios?	У нас є пропозиція передати вам пакет наших акцій за зниженою ціною. Ми хочемо це зробити без галасу, щоб не викликати побоювань з боку інвесторів.#Пропонуємо вам <colich> акцій за {cena2} (ціна на біржі: {cena1}).#Ви готові приїхати до нас для підписання усіх необхідних паперів?	当社の株を割引価格でお譲りします。投資家の皆様に不安を招かないよう、このことは内々に進めたいと考えています。#<colich>株を{cena2}（証券取引所での価格：{cena1}）でご提供します。#必要書類にご署名いただくために、弊社までお越しいただけますか？		a call from a partner
104	Mamae	Мама	お母さん		UI
105	Se o problema puder ser resolvido, nao ha necessidade de se preocupar com isso; Se nao puder ser resolvido, e inutil se preocupar com isso.	Якщо проблему можна розв'язати, то не варто про неї турбуватися, а якщо її вирішити не можна, то турбуватися про неї марно.	解決できる問題なら悩む必要はないし、 解決できないなら悩むだけ無駄です。		Random phone call message
106	Um vizinho ligou e pediu para que eu mantenha o som das teclas do meu teclado baixo durante a noite.	Дзвонив сусід, просив тихіше клацати клавішами щоночі.	近所の人から電話があって「夜はキーボードのカタカタ音をもっと静かにしてほしい」と言われました。		In-game message
107	Chamada anonima	Анонімний дзвінок	匿名の電話		UI
108	Pesquisa anonima	Анонімне опитування	匿名のアンケート		UI
109	Por que temos sapatos esquerdo e direito, mas sem meias esquerda e direita?	Чому у нас є лівий і правий черевик, але немає лівої і правої шкарпетки?	靴には左右があるのに、靴下には左右がないのはなぜだと思う？		Phrases from a friend on the phone
110	Show	Концерт	コンサート		UI
111	Voce teve um otimo momento no show do seu cantor pop favorito.	Ви дуже добре відпочили на концерті улюбленою поп-виконавиці.	お気に入りのポップ歌手のコンサートでとびっきり楽しい時間を過ごしました。		In-game message
112	Uau!	Отакої!	うわぁぁ！		Ui
113	Voce ganhou na loteria!	Ви виграли в лотереї !	宝くじが当たりました！		In-game message
114	Carta	Лист	手紙		UI
115	Seu parente distante morreu. De acordo com a vontade dele, voce recebeu {shtraf}.	У вас помер далекий родич. Згідно заповіту ви отримали {shtraf}.	遠い親戚が亡くなりました。遺言により、あなたは{shtraf}を受け取ります。		In-game message from letter
116	Lamentamos informa-lo de que seu tio faleceu. Ele deixou a voce {shtraf}.	Зі скорботою повідомляємо, що у вас помер дядько. Він заповідав вам {shtraf}.	残念ながら、あなたの叔父が亡くなりました。あなたに {shtraf}が遺贈されました。		In-game message from letter
117	Lamentamos informa-lo de que seu bisavo faleceu. De acordo com a vontade dele, voce recebera {shtraf}.	Зі скорботою повідомляємо, що у вас помер прапрадідусь. Згідно із заповітом, ви отримуєте {shtraf}.	残念ながら、あなたの曾祖父が亡くなりました。遺言により、 あなたは{shtraf}を受け取ります。		In-game message from letter
118	Lamentamos informa-lo de que sua bisavo faleceu. De acordo com a vontade dela, voce recebera {shtraf}.	Зі скорботою повідомляємо, що у вас померла прапрабабуся. Згідно із заповітом, ви отримуєте {shtraf}.	残念ながら、あなたの曾祖母が亡くなりました。 遺言により、あなたは{shtraf}を受け取ります。		In-game message from letter
119	Estou pagando minha velha divida!##Kazuhara.  {shtraf}	Повертаю свій старий борг!##Казухара. {shtraf}	「昔の借金を返します！」##カズハラ。{shtraf}		In-game message from letter
120	De acordo com uma pesquisa nacional, <cats> foram eleitos os mais fofos!	Згідно зі всенародним голосуванням, наймилішими тваринами визнані <cats>!	全国アンケートで最もかわいい動物には<cats>が選ばれました！		News
121	gatinhos	кошенята	ネコ		<cats> from line 121
122	cachorrinhos	цуцики	イヌ		<cats> from line 121
123	papagaios	папужки	オウム		<cats> from line 121
124	pandas	пандочки	パンダ		<cats> from line 121
125	coalas	коали	コアラ		<cats> from line 121
126	raposas fenecas	фенеки	フェネック		<cats> from line 121
127	focas	тюленята	アザラシ		<cats> from line 121
128	alpacas	альпаки	アルパカ		<cats> from line 121
129	Templo	Храм	寺		UI
130	Voce rezou no templo. Voce se sentiu em paz.	Ви помолилися в храмі та відчули спокій.	お寺でお祈りしたので、穏やかな気持ちになりました。		In-game message
131	Carteiro	Листоноша	郵便配達員		UI
132	Voce recebeu a fatura do seu pedido de videogame -	Вам прийшов рахунок за замовлені відеоігри -	注文したビデオゲームの請求書が届きました。		In-game message
133	Encanador	Сантехнік	配管工		UI
134	Parece que voce tem um vazamento aqui. O reparo custara {shtraf}.	Здається, у вас тут теча. Ремонт коштуватиме {shtraf}.	水道管に水漏れがあるようです。 修理に{shtraf}かかります。		In-game message
135	Update	Оновлення	アップデート		UI
136	Pro seu PC funcionar, voce precisara de novo hardware. Isto te custara {shtraf}.	Час оновлювати комп'ютер! Це обійдеться вам в {shtraf}.	パソコンを使うには新しいハードウェアが必要です。これには{shtraf}かかります。		In-game message
137	Surpresa	Несподіванка	サプライズ		UI
138	Voce encontrou uma fatura de {shtraf} no chao.	Ви знайшли на землі купюру в {shtraf} єн!	地面に{shtraf}円札が落ちているのを見つけました。		In-game message
139	Problema	Проблема	問題		UI
140	Parece que seu computador esta quebrado. Repara-lo custara {shtraf}.	Здається, ваш комп'ютер зламався. Ремонт коштуватиме {shtraf}.	パソコンが壊れているようです。修理には{shtraf}かかります。		In-game message
141	Fim de semana	Вихідний	週末		UI
142	Milagre	Диво	奇跡		UI
143	A empresa <companynm> libera um produto de sucesso que obtem um bom lucro. As açoes da empresa aumentam bruscamente no mercado de açoes.	Компанія <companynm> випускає успішний продукт, який приносить високий прибуток. Це піднімає вартість акцій компанії на біржі.	<companynm>社はヒット製品を発売し、利益を上げています。これにより、 同社の株価は株式市場で急上昇しています。		News
144	Parte do Conselho de Administraçao da <companynm> chegou com um plano astuto para enganar seu diretor. Eles emitiram novas açoes com um preço baixo e taxa de propriedade para todos os acionistas.	Частина ради директорів компанії <companynm> провертає хитру аферу в обхід директора, і випускає нові акції, зменшивши їх ціну і частку власності у всіх акціонерів.	<companynm>の取締役会の一部が、取締役をだます巧妙な計画を思いつきました。全株主の株価と持ち株比率を引き下げる新株を発行しました。		News
145	Ultimas noticias!	Термінові новини!	速報！		UI
146	Um dos acionistas majoritarios da empresa <companynm> decidiu vender suas açoes, de modo a direcionar abaixo o seu preço.	Один з великих акціонерів компанії <companynm> вирішує продати свої акції, чим обвалює їх курс.	<companynm>の大株主の一人が持ち株売却を決定したため、株価が下落しました。		News
147	Voce esta preso por ajudar e favorecer o trafico de drogas em <companname>.	Ви заарештовані за пособництво торгівлі наркотиками в компанії <companname>.	あなたは<compa>での麻薬密売幇助の容疑で逮捕されました。		In-game message
148	Policia liquidou uma empresa ilegal, a <companname>.##A policia esta investigando os acionistas envolvidos nessas atividades.	Поліцією була ліквідована нелегальна компанія <companname>. Поліція перевіряє причетність до цієї діяльності усіх акціонерів.	警察は違法会社<companname>を清算しました。##警察はこれらの活動に関与した株主を調査しています。		In-game message
149	Boa tarde. Estamos investigando um cartel de drogas. Temos muitas evidencias contra a empresa <companname>, da qual voce e co-proprietario. Espere uma intimaçao. Vejo voce mais tarde. ##Talvez voce devesse dar um suborno a eles?	Добридень. Ми ведемо розслідування з приводу злочинного наркокартеля. У нас є безліч доказів проти компанії <companname>, співвласником якої є ви. Чекайте повістки до суду. До зустрічі. ##Може запропонувати їм хабар?	こんにちは。私たちは麻薬カルテルを捜査しています。あなたが共同経営者となっている会社<companname>に対して多くの証拠を持っています。召喚状が届くのを待ってください。それではまたお会いしましょう。##賄賂を渡したほうがよくないですか？		Police
150	Voce nao tem dinheiro suficiente, entao teve que se endividar. Lembre-se de que a divida so aumentara com o tempo; portanto, pague-a rapidamente ou faça um emprestimo. Se voce nao pagar suas dividas, sua propriedade sera leiloada.	Вам бракує грошей, тому довелося влізти у борги. Врахуйте, що борг тільки збільшуватиметься з часом, тому поспішіть з його виплатою, або візьміть кредит. Якщо ви не виплачуватимете борг - ваше майно пустять з молотка.	お金が足りないから借金をせざるを得なかったのは分かります。借金は時間が経てば経つほど増えていくものだと心得て、早く返済するかローンを組むようにしましょう。借金を返済しないと資産が競売にかけられます。		UI
151	Sentimos muito, mas voce ja possui um emprestimo nao pago.	Шкода, але у вас вже є неоплачений кредит.	申し訳ありませんが、あなたにはすでに未払いのローンがあります。		Bank employer say it
152	Yoshiro	Йоширо	ヨシロウ		UI name
153	Ei, e Yoshiro! Eu ouvi um rumor que uma empresa esta prestes a subir de valor, o que significa que suas açoes estao prestes a ficar mais caras. Eu posso vender essas informaçoes por {global.v}. Nos temos um acordo?	Привіт, це Йоширо! Тут ходять чутки, що одна компанія скоро підніметься в ціні і її акції стануть дорожчі. Я можу з тобою поділитися інформацією за {global.v}. Згода?	どうも、ヨシロウです。ある会社の企業価値が上がりそうで、その会社の株価も高くなるという噂があります。この情報を{global.v}で売ってあげますが、どうです？取引しますか？		Message
154	Oi, aqui e Yoshiro! Eu ouvi que voce esta com problemas financeiros. Voce quer alguma ajuda?	Привіт, це Йоширо! Чув у тебе проблеми з грошима. Допомогти?	どうも、ヨシロウです。お金の問題を抱えているそうですね。お手伝いしましょうか？		Message
155	Alguem ligou para o numero errado.	Помилилися номером.	番号違いです。		In-game message
156	A empresa <comomo> sera bem-sucedida! Tenho certeza de que voce nao se arrependera!	Компанію <comomo> чекає успіх! Я упевнений ти не пошкодуєш!	<comomo>社は儲かりますよ。きっと後悔はしないと思いますよ。		Message
157	Sem problema! Eu ja transferi uma quantia modesta para a sua conta. Espero que ajude. Nao peço nada em troca!	Нема питань! Я вже перерахував на твій рахунок невиличку суму. Сподіваюся це допоможе. Нічого натомість не прошу!	大丈夫です！すでにあなたの口座に少額ですが振り込みました。お役に立てれば幸いです。見返りは求めません！		Message
158	E um prazer fazer negocios com voce!	З вами дуже приємно мати справу!	あなたと取引できて光栄です！		Message
159	Kazuhara	Казухара	カズハラ		Name
160	Ei, e <surname>! Voce quer ir ao hipodromo?	Привіт, це <surname>! Не бажаєш сходити на іподром?	どうも、<surname>です。競馬場に行ってみたいと思いませんか？		Message
161	Isso e otimo!	Чудово!	それはよかった！		Message
162	Estranho	Незнайомець	見知らぬ人		Ui
163	Tenho certeza que voce nao vai se arrepender! Milhoes estao esperando por nos!	Я упевнений, ти не пошкодуєш! Нас чекають грошики!	決して後悔しませんよ。何百万が私たちを待っています！		A line from a stranger
164	Ultrajante! Sera adicionado ao seu caso. Aguarde o dia do julgamento.	Що ви коїте?! Це буде приписано у вашу справу. Чекайте суду.	何てことだ！これはあなたの罪状に加えられますよ。裁判の日を待つんですな。		Police
165	Ok, voce nao sera perturbado, por enquanto. Mas nao posso prometer nada. Boa sorte para voce.	Гаразд, поки що вас не чіпатимуть. Але я не можу нічого обіцяти. Щасти.	いいでしょう、今のところは邪魔はしません。でも、何も約束できません。 頑張ってください。		Police
166	Voz estranha	Незнайомий голос	奇妙な声		UI
167	Voce esta seriamente apenas vendendo sua participaçao e encerrando os negocios? Isso nao vai funcionar. Se voce nao recomprar sua participaçao na <comomo> em breve, estara em serios problemas. Voce foi avisado.	Ти серйозно вирішив просто продати свою частку і піти з бізнесу? Хай би не так! Якщо найближчим часом ти не придбаєш знову свою частку в <comomo> назад то на тебе чекають неприємності. Тебе попередили.	ただ株を売って商売から抜けるって本気かい？そうはいかんぞ。 すぐに<comomo>の株を買い戻さないと、あんた大変なことになるよ。忠告したはずだ。		Yakuza mesage
168	Fico feliz que tenhamos um entendimento!	Я радий, що ми знайшли спільну мову!	おお、分かってくれたか！		Yakuza mesage
169	Estamos felizes que voce tenha visto a razao e tomado a decisao certa! Tenho certeza de que faremos otimos negocios com voce!	Ми раді, що ви отямилися і прийняли вірне рішення! Упевнений, ми з вами ще відмінно попрацюємо!	あんたが正気に戻ってまともな判断をしてくれて良かったよ。あんたとはきっといい取引ができるはずだ。		Yakuza mesage
170	Excelente, nos estaremos aguardando voce chegar!	Чудово! Будемо вас чекати!	それはよかった、到着をお待ちしています！		Phrase when a player agrees to go to a meeting
171	Negocio fechado	Угода	取引		UI
172	Voce chegou a estaçao certa, mas o trem esta partindo bem na frente dos seus olhos. Voce tera que esperar pelo proximo trem, que chegara daqui a uma hora.	Ви прибігаєте на потрібну станцію, проте відповідний вам поїзд їде у вас на очках. Доведеться чекати наступного, а він буде тільки через годину.	駅には間違えずに来たのに、目の前で電車が出発してしまいます。1時間後の次の電車を待たなければなりません。		In-game message
173	Infelizmente, voce chegou tarde para o negocio, e as açoes foram recompradas por outro investidor.	На жаль, ви запізнилися на угоду і акції викупив інший бізнесмен.	残念なことに、あなたは取引に遅れ、株は別の実業家に買い戻されてしまいました。		In-game message
174	Voce esperou o trem chegar e entao conseguiu fazer o negocio. Embora voce tenha se atrasado, o negocio foi um sucesso. Parabens!	Ви дочекалися поїзда і приїхали на угоду. Незважаючи на запізнення, угода пройшла успішно. Вітаємо!	電車が来るのを待って、取引の場所に着きました。遅刻したにもかかわらず、 取引は成功しました。おめでとうございます！		In-game message
175	Voce entra no trem e vai para o local do acordo combinado.	Ви сіли на поїзд і прямуєте в місце призначеної угоди.	電車に乗って、取引の場所に向かいます。		In-game message
176	Um acidente ocorreu nos trilhos da ferrovia. Seu trem parou e todo o trafego esta bloqueado.	Аварія на шляхах. Ваш потяг зупиняється, а весь рух заблоковано.	線路で事故が起きました。電車は止まり、すべての交通が遮断されてしまいました。		In-game message
177	Apesar do atraso, o negocio foi um sucesso. Parabens!	Незважаючи на запізнення, угода пройшла успішно. Вітаємо!	遅刻したにもかかわらず、取引は成功しました。おめでとうございます！		In-game message
178	O negocio foi um sucesso. Parabens!	Угода пройшла успішно. Вітаємо!	取引は成功しました。おめでとうございます！		In-game message
179	Voce entra no seu carro e dirige para o local do negocio.	Ви сідаєте в свою машину і відправляєтеся на місце угоди.	車に乗って、取引の場所に向かいます。		In-game message
180	O trafego esta intenso hoje, voce vai chegar muito tarde.	На дорогах жахливі затори тому ви спізнюєтеся.	今日は渋滞がひどいので、かなり遅刻するでしょう。		In-game message
181	Parabens pela sua compra!	Вітаємо Вас із покупкою!	購入おめでとうございます！		In-game message
182	Vendido!	Продано!	売れました！		In-game message
183	Oi, aqui e <surname>! Voce gostaria de relaxar? Meus amigos e eu estamos indo ao bar juntos.	Привіт, це <surname>! Чи не бажаєш відпочити? Ми тут з друзями збираємося до бару.	どうも、<surname>です。たまには羽を伸ばさないか？友達と一緒にバーに行くところなんだ。		a phone call from a friend
184	Pachinko	Пачінко	パチンコ		UI
185	Gostaria de comprar 50 bolas por {global.pachipek}?	Ви хочете придбати 50 кульок для гри за {global.pachipek}?	パチンコ玉50 個を{global.pachipek}で買いますか？		UI
186	Voce quer encerrar o jogo e vender suas bolas por {global.pach}?	Ви хочете закінчити гру і продати свої кульки {global.pach}?	パチンコを止めて、持っているパチンコ玉を{global.pach}で売りますか？		UI
187	Obrigado por jogar!	Дякуємо за гру!	ご来場ありがとうございました！		Message in Pachinko (like goodbye)
188	Oi, aqui e <surname>! Gostaria de jogar Pachinko hoje?	Привіт, це <surname>! Не бажаєш сьогодні зіграти у Пачінко?	どうも、<surname>です。今日はパチンコでも打ちに行かないか？		a phone call from a friend
